"Longitude (x)","Latitude (y)","Nom de la Station","ID climatologique","Date/Heure","Année","Mois","Jour","Qualité des Données","Temp max.(°C)","Temp max. Indicateur","Temp min.(°C)","Temp min. Indicateur","Temp moy.(°C)","Temp moy. Indicateur","DJC (°C)","DJC Indicateur","DJR (°C)","DJR Indicateur","Pluie tot. (mm)","Pluie tot. Indicateur","Neige tot. (cm)","Neige tot. Indicateur","Précip. tot. (mm)","Précip. tot. Indicateur","Neige au sol (cm)","Neige au sol Indicateur","Dir. raf. max. (10s deg)","Dir. raf. max. Indicateur","Vit. raf. max. (km/h)","Vit. raf. max. Indicateur"
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2016-12-29","2016","12","29","","0,9","","-6,4","","-2,8","","20,8","","0,0","","","M","","M","6,8","","9","","15","","35",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2016-12-30","2016","12","30","","-1,5","","-10,9","","-6,2","","24,2","","0,0","","","M","","M","0,2","","16","","28","","54",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2016-12-31","2016","12","31","","-8,3","","-15,3","","-11,8","","29,8","","0,0","","","M","","M","2,6","","11","","4","","35",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-01-01","2017","01","01","","-2,5","","-8,6","","-5,6","","23,6","","0,0","","","M","","M","2,3","","15","","27","","50",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-01-02","2017","01","02","","2,7","","-9,1","","-3,2","","21,2","","0,0","","","M","","M","0,0","","14","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-01-03","2017","01","03","","0,7","","-5,3","","-2,3","","20,3","","0,0","","","M","","M","9,8","","13","","4","","33",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-01-04","2017","01","04","","2,6","","-5,3","","-1,4","","19,4","","0,0","","","M","","M","9,9","","18","","22","","69",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-01-05","2017","01","05","","-4,9","","-10,7","","-7,8","","25,8","","0,0","","","M","","M","0,3","","18","","24","","70",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-01-06","2017","01","06","","-7,3","","-16,2","","-11,8","","29,8","","0,0","","","M","","M","0,0","","18","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-01-07","2017","01","07","","-10,1","","-18,6","","-14,4","","32,4","","0,0","","","M","","M","0,2","","17","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-01-08","2017","01","08","","-10,8","","-20,0","","-15,4","","33,4","","0,0","","","M","","M","0,0","","18","","29","","35",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-01-09","2017","01","09","","-7,0","","-21,4","","-14,2","","32,2","","0,0","","","M","","M","0,0","","18","","16","","37",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-01-10","2017","01","10","","1,6","","-8,4","","-3,4","","21,4","","0,0","","","M","","M","2,2","","18","","16","","59",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-01-11","2017","01","11","","5,9","","1,5","","3,7","","14,3","","0,0","","","M","","M","3,0","","13","","21","","74",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-01-12","2017","01","12","","5,2","","-0,7","","2,3","","15,7","","0,0","","","M","","M","8,8","","9","","25","","57",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-01-13","2017","01","13","","-0,3","","-14,7","","-7,5","","25,5","","0,0","","","M","","M","0,4","","3","","28","","61",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-01-14","2017","01","14","","-6,6","","-16,6","","-11,6","","29,6","","0,0","","","M","","M","0,2","","4","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-01-15","2017","01","15","","-6,9","","-11,2","","-9,1","","27,1","","0,0","","","M","","M","0,0","","3","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-01-16","2017","01","16","","3,0","","-9,9","","-3,5","","21,5","","0,0","","","M","","M","0,0","","3","","24","","50",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-01-17","2017","01","17","","-0,2","","-5,4","","-2,8","","20,8","","0,0","","","M","","M","0,2","","3","","4","","39",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-01-18","2017","01","18","","-1,2","","-5,2","","-3,2","","21,2","","0,0","","","M","","M","4,1","","4","","4","","33",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-01-19","2017","01","19","","2,0","","-1,2","","0,4","","17,6","","0,0","","","M","","M","0,7","","5","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-01-20","2017","01","20","","2,3","","0,3","","1,3","","16,7","","0,0","","","M","","M","0,0","","4","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-01-21","2017","01","21","","2,0","","0,5","","1,3","","16,7","","0,0","","","M","","M","0,7","","4","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-01-22","2017","01","22","","2,3","","-2,4","","-0,1","","18,1","","0,0","","","M","","M","0,2","","2","","4","","43",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-01-23","2017","01","23","","0,2","","-3,5","","-1,7","","19,7","","0,0","","","M","","M","0,0","","2","","5","","43",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-01-24","2017","01","24","","-2,2","","-3,8","","-3,0","","21,0","","0,0","","","M","","M","4,7","","1","","4","","48",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-01-25","2017","01","25","","0,7","","-2,3","","-0,8","","18,8","","0,0","","","M","","M","1,5","","4","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-01-26","2017","01","26","","1,4","","0,1","","0,8","","17,2","","0,0","","","M","","M","4,3","","5","","27","","39",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-01-27","2017","01","27","","1,0","","-3,1","","-1,1","","19,1","","0,0","","","M","","M","1,6","","4","","27","","54",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-01-28","2017","01","28","","0,5","","-2,7","","-1,1","","19,1","","0,0","","","M","","M","0,0","","5","","26","","39",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-01-29","2017","01","29","","0,0","","-6,5","","-3,3","","21,3","","0,0","","","M","","M","0,9","","2","","23","","32",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-01-30","2017","01","30","","-6,4","","-14,1","","-10,3","","28,3","","0,0","","","M","","M","0,4","","7","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-01-31","2017","01","31","","-6,7","","-17,7","","-12,2","","30,2","","0,0","","","M","","M","0,0","","7","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-01","2017","02","01","","-6,1","","-13,8","","-10,0","","28,0","","0,0","","","M","","M","0,0","","7","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-02","2017","02","02","","-6,7","E","-11,0","E","-8,9","E","26,9","E","0,0","E","","M","","M","","M","9","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-03","2017","02","03","","-5,1","","-9,2","","-7,2","","25,2","","0,0","","","M","","M","0,5","","9","","27","","37",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-04","2017","02","04","","-3,1","","-11,7","","-7,4","","25,4","","0,0","","","M","","M","0,0","","9","","24","","43",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-05","2017","02","05","","0,1","","-7,7","","-3,8","","21,8","","0,0","","","M","","M","0,2","","8","","30","","52",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-06","2017","02","06","","-7,6","","-13,8","","-10,7","","28,7","","0,0","","","M","","M","1,1","","7","","31","","43",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-07","2017","02","07","","1,3","","-11,8","","-5,3","","23,3","","0,0","","","M","","M","17,1","","11","","4","","48",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-08","2017","02","08","","4,4","","-9,5","","-2,6","","20,6","","0,0","","","M","","M","11,6","","8","","28","","65",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-09","2017","02","09","","-9,5","","-15,2","","-12,4","","30,4","","0,0","","","M","","M","0,0","","7","","1","","35",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-10","2017","02","10","","-12,8","","-16,2","","-14,5","","32,5","","0,0","","","M","","M","0,0","","7","","29","","46",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-11","2017","02","11","","-10,2","","-13,7","","-12,0","","30,0","","0,0","","","M","","M","0,7","","7","","2","","32",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-12","2017","02","12","","-3,2","","-13,4","","-8,3","","26,3","","0,0","","","M","","M","5,0","","9","","3","","32",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-13","2017","02","13","","-3,0","","-8,0","","-5,5","","23,5","","0,0","","","M","","M","13,3","","30","","3","","35",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-14","2017","02","14","","-3,3","","-11,2","","-7,3","","25,3","","0,0","","","M","","M","","M","25","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-15","2017","02","15","","-2,2","","-6,3","","-4,3","","22,3","","0,0","","","M","","M","","M","26","","3","","32",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-16","2017","02","16","","-2,0","","-5,0","","-3,5","","21,5","","0,0","","","M","","M","1,6","","31","","29","","37",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-17","2017","02","17","","-2,7","","-8,3","","-5,5","","23,5","","0,0","","","M","","M","0,0","","28","","25","","43",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-18","2017","02","18","","8,3","","-4,9","","1,7","","16,3","","0,0","","","M","","M","0,0","","30","","24","","52",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-19","2017","02","19","","7,6","","0,3","","4,0","","14,0","","0,0","","","M","","M","0,0","","21","","26","","41",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-20","2017","02","20","","0,9","","-6,3","","-2,7","","20,7","","0,0","","","M","","M","0,0","","13","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-21","2017","02","21","","3,4","","-7,0","","-1,8","","19,8","","0,0","","","M","","M","0,0","","13","","12","","33",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-22","2017","02","22","","8,1","","0,2","","4,2","","13,8","","0,0","","","M","","M","0,0","","13","","","","<31",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-23","2017","02","23","","12,6","","1,8","","7,2","","10,8","","0,0","","","M","","M","0,0","","11","","24","","46",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-24","2017","02","24","","4,8","","1,0","","2,9","","15,1","","0,0","","","M","","M","1,0","","8","","5","","41",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-25","2017","02","25","","14,7","","0,3","","7,5","","10,5","","0,0","","","M","","M","27,4","","8","","23","","56",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-26","2017","02","26","","2,1","","-4,8","","-1,4","","19,4","","0,0","","","M","","M","0,2","","4","","27","","65",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-27","2017","02","27","","5,8","","-2,1","","1,9","","16,1","","0,0","","","M","","M","0,0","","4","","25","","56",""
"-73,74","45,47","MONTREAL/PIERRE ELLIOTT TRUDEAU INTL","702S006","2017-02-28","2017","02","28","","8,3","","-4,0","","2,2","","15,8","","0,0","","","M","","M","0,0","","1","","","","<31",""
